,Country,Year,No_TB,Per_TBwithHIV,Per_TBwithHIV_tested,Per_TBwithHIV_CPT,Per_TBwithHIV_ART,Per_new_RRorMDR_TBres,No_RRorMDR_TBres,Per_success_treat_oldTBcases,Per_success_treat_newTBcases,Prevalence_female_smoking,Prevalence_male_smoking,Alcohol_consumption_liters_per_cap,Diabetes_mortality_rate,Hospital_density,Healthposts_density,Heathcentres_density,Per_cleanwater_access,Per_sanitation_access,Life_expectancy,Per_urban_pop_2010,Per_childbelow5_underweight,Pop,Pop_under_15,Pop_over_60
0,AFG,1990,,,,,,,,,,,,,,,,,,,49,,,11731,48.66,3.07
1,AFG,1991,,,,,,,,,,,,,,,,,,,,,,12612,48.52,3.13
2,AFG,1992,,,,,,,,,,,,,,,,,,,,,,13812,48.33,3.23
3,AFG,1993,,,,,,,,,,,,,,,,,,,,,,15175,48.16,3.32
4,AFG,1994,,,,,,,,,,,,,,,,,,,,,,16485,48.1,3.39
5,AFG,1995,,,,,,,,,,,,,,,,,,,,,,17586,48.16,3.42
6,AFG,1996,,,,,,,,,,,,,,,,,,,,,,18415,48.35,3.43
7,AFG,1997,,,,,,,,,45,,,,,,,,,,,,,19021,48.64,3.43
8,AFG,1998,,,,,,,,78,33,,,,,,,,,,,,,19497,48.98,3.4
9,AFG,1999,,,,,,,,84,86,,,,,,,,,,,,,19987,49.27,3.38
10,AFG,2000,,,,,,,,78,85,,,0,34,,,,30.3,23.4,55,,,20595,49.46,3.36
11,AFG,2001,,,,,,,,,84,,,0,,,,,,,,,,21348,49.54,3.35
12,AFG,2002,,,,,,,,,87,,,0,,,,,,,,,,22203,49.52,3.35
13,AFG,2003,13949,,,,,,,,86,,,0.01,,,,,,,,,,23116,49.45,3.35
14,AFG,2004,18404,,,,,,,,89,,,0.01,,,,,,,,,32.9,24019,49.37,3.37
15,AFG,2005,21844,,,,,,,89,90,,,0.01,,,,,,,,,,24861,49.31,3.4
16,AFG,2006,25475,,,,,,,79,84,,,0.03,,,,,,,,,,25631,49.28,3.45
17,AFG,2007,28769,0,,,,,,83,87,,,0.02,,,,,,,,,,26349,49.25,3.51
18,AFG,2008,28301,0,,,,,,,88,,,0.03,,,,,,,,,,27032,49.17,3.58
19,AFG,2009,26358,4.5,0.43,100,100,,,,86,,,0,,,,,,,,,,27708,48.96,3.65
20,AFG,2010,28238,18,0.09,100,100,1.8,19,79,86,,,0,,,2.87,1.19,,,,24.7,,28398,48.6,3.71
21,AFG,2011,28167,23,0.09,80,80,,20,77,88,,,,,,,,,,,,,29105,48.08,3.77
22,AFG,2012,29578,25,0.09,,,,38,65,88,,,,36.4,,,,,,60,,,29825,47.42,3.82
23,AFG,2013,31622,26,0.11,,,0.09,73,74,88,,,,,0.37,2.95,1.22,,,61,,,30552,46.6,3.9
24,AFG,2014,32712,32,0.09,,,0.09,88,,,,,,,,,,,,,,,,,
25,AFG,2015,,,,,,,,,,,,,,,,,55.3,31.9,,,,,,
26,ALB,1990,,,,,,,,,,,,,,,,,,78.1,69,,,3447,34.03,7.55
27,ALB,1991,,,,,,,,,,,,,,,,,,,,,,3460,33.71,7.7
28,ALB,1992,,,,,,,,,,,,,,,,,,,,,,3447,33.4,7.89
29,ALB,1993,,,,,,,,,,,,,,,,,,,,,,3417,33.1,8.11
30,ALB,1994,,,,,,,,,,,,,,,,,,,,,,3384,32.79,8.36
31,ALB,1995,,,,,,,,,,,,,,,,,,,,,,3358,32.46,8.62
32,ALB,1996,,,,,,,,,,,,,,,,,,,,,,3341,32.11,8.91
33,ALB,1997,,,,,,,,,,,,,,,,,,,,,,3331,31.75,9.2
34,ALB,1998,,,,,,,,,,,,,,,,,,,,,,3325,31.35,9.52
35,ALB,1999,,,,,,,,,,,,,,,,,,,,,,3318,30.89,9.86
36,ALB,2000,,,,,,,,,,11.6,56.9,3.96,8.3,,,,96.1,83.4,70,,,3305,30.34,10.22
37,ALB,2001,,,,,,,,75,91,,,4.54,,,,,,,,,,3286,29.7,10.63
38,ALB,2002,,,,,,,,70,84,,,3.94,,,,,,,,,,3264,28.96,11.06
39,ALB,2003,561,,,,,,,100,88,,,4.27,,,,,,,,,,3239,28.16,11.5
40,ALB,2004,581,25,,,,,,86,75,,,4.41,,,,,,,,,,3216,27.34,11.94
41,ALB,2005,540,15,1.2,,,75,1,73,81,10.1,54.7,4.91,,,,,,,,,6.6,3196,26.53,12.36
42,ALB,2006,502,10,5.9,,100,71,1,86,87,,,5.04,,,,,,,,,,3180,25.75,12.75
43,ALB,2007,447,8.3,2.7,0,100,94,3,84,87,,,5.22,,,,,,,,,,3166,25.01,13.12
44,ALB,2008,434,41,2.3,100,100,,2,75,88,,,5.36,,,,,,,,,,3157,24.29,13.47
45,ALB,2009,447,47,2.8,67,100,58,2,76,86,,,5.58,,,,,,,,,,3151,23.57,13.83
46,ALB,2010,445,42,0,,,76,3,90,89,8.7,53.1,4.98,,,12.95,,,,,52.2,,3150,22.83,14.19
47,ALB,2011,431,39,1.2,100,100,87,11,83,92,,,4.96,,,,,,,,,,3154,22.08,14.56
48,ALB,2012,420,55,3,100,100,76,5,67,92,8.2,52.1,,7,,,,,,74,,,3162,21.33,14.93
49,ALB,2013,474,23,1.8,100,100,14,2,,88,,,,,1.36,13.08,,,,74,,,3173,20.6,15.3
50,ALB,2014,408,10,4.9,100,100,13,3,,,,,,,,,,,,,,,,,
51,ALB,2015,,,,,,,,,,7.6,51.2,,,,,,95.1,93.2,,,,,,
52,ALB,2020,,,,,,,,,,6.6,49.5,,,,,,,,,,,,,
53,ALB,2025,,,,,,,,,,5.8,48.3,,,,,,,,,,,,,
54,DZA,1990,,,,,,,,,,,,,,,,,91.5,80.3,68,,,26240,43.84,4.94
55,DZA,1991,,,,,,,,,,,,,,,,,,,,,,26894,43.26,5
56,DZA,1992,,,,,,,,,,,,,,,,,,,,,,27535,42.62,5.07
57,DZA,1993,,,,,,,,,,,,,,,,,,,,,,28158,41.9,5.16
58,DZA,1994,,,,,,,,,,,,,,,,,,,,,,28753,41.07,5.26
59,DZA,1995,,,,,,,,,,,,,,,,,,,,,,29315,40.12,5.36
60,DZA,1996,,,,,,,,65,86,,,,,,,,,,,,,29845,39.05,5.47
61,DZA,1997,,,,,,,,,86,,,,,,,,,,,,,30345,37.9,5.58
62,DZA,1998,,,,,,,,,70,,,,,,,,,,,,,30820,36.68,5.7
63,DZA,1999,,,,,,,,85,87,,,,,,,,,,,,,31276,35.43,5.81
64,DZA,2000,,,,,,,,77,87,,,,67.2,,,,89.5,83.6,70,,,31719,34.2,5.92
65,DZA,2001,,,,,,,,72,84,,,,,,,,,,,,,32150,32.98,6.03
66,DZA,2002,,,,,,,,78,89,,,,,,,,,,,,,32573,31.8,6.14
67,DZA,2003,19854,,,,,,,75,90,,,,,,,,,,,,,33003,30.7,6.24
68,DZA,2004,19929,,,,,,,82,91,,,,,,,,,,,,,33461,29.71,6.33
69,DZA,2005,21501,,,,,9.1,74,72,87,,,,,,,,,,,,3.7,33961,28.88,6.41
70,DZA,2006,21263,,,,,,,79,91,,,,,,,,,,,,,34507,28.21,6.47
71,DZA,2007,21540,,,,,,,,90,,,,,,,,,,,,,35097,27.7,6.52
72,DZA,2008,20730,,,,,,,83,90,,,,,,,,,,,,,35725,27.35,6.58
73,DZA,2009,21823,,,,,,,84,91,,,,,,,,,,,,,36383,27.16,6.66
74,DZA,2010,22530,,,,,,56,83,89,,,,,,,,,,,67.5,,37063,27.12,6.79
75,DZA,2011,21597,,,,,,,80,92,,,,,,,,,,,,,37763,27.21,6.96
76,DZA,2012,22082,,,,,,,74,90,,,,67.1,,,,,,72,,,38482,27.42,7.17
77,DZA,2013,20841,,,,,,,59,91,,,,,,,,,,72,,,39208,27.7,7.4
78,DZA,2014,22715,,,,,7.1,65,,,,,,,,,,,,,,,,,
79,DZA,2015,,,,,,,,,,,,,,,,,83.6,87.6,,,,,,
80,AND,1990,,,,,,,,,,,,,,,,,100,100,77,,,55,19.88,19.01
81,AND,1991,,,,,,,,,,,,,,,,,,,,,,57,19.17,19.43
82,AND,1992,,,,,,,,,,,,,,,,,,,,,,59,18.47,19.84
83,AND,1993,,,,,,,,,,,,,,,,,,,,,,61,17.8,20.24
84,AND,1994,,,,,,,,,,,,,,,,,,,,,,63,17.18,20.59
85,AND,1995,,,,,,,,,,,,,,,,,,,,,,64,16.62,20.89
86,AND,1996,,,,,,,,,,,,,,,,,,,,,,64,16.12,21.14
87,AND,1997,,,,,,,,,,,,,,,,,,,,,,64,15.68,21.34
88,AND,1998,,,,,,,,100,100,,,,,,,,,,,,,64,15.31,21.49
89,AND,1999,,,,,,,,,67,,,,,,,,,,,,,64,15.01,21.58
90,AND,2000,,,,,,,,,50,31.6,43.6,,,,,,100,100,80,,,65,14.78,21.64
91,AND,2001,,,,,,,,,100,,,,,,,,,,,,,68,14.61,21.65
92,AND,2002,,,,,,,,,100,,,,,,,,,,,,,72,14.51,21.62
93,AND,2003,11,73,,,,,,,100,,,,,,,,,,,,,76,14.47,21.58
94,AND,2004,7,,,,,,,,80,,,,,,,,,,,,,79,14.47,21.57
95,AND,2005,10,,,,,,0,,89,30.2,41.3,,,,,,,,,,,81,14.5,21.61
96,AND,2006,13,,,,,100,0,67,80,,,,,,,,,,,,,82,14.55,21.7
97,AND,2007,6,,,,,100,0,100,100,,,,,,,,,,,,,81,14.62,21.84
98,AND,2008,4,0,,,,100,0,,100,,,,,,,,,,,,,80,14.7,22.03
99,AND,2009,9,0,,,,67,0,100,88,,,,,,,,,,,,,79,14.81,22.23
100,AND,2010,7,0,,,,100,0,,86,28.8,39.2,,,,,,,,,87.8,,78,14.93,22.43
101,AND,2011,4,0,,,,,0,0,100,,,,,,,,,,,,,78,15.06,22.64
102,AND,2012,9,11,0,,,,0,,100,28.4,38.5,,,,,,,,83,,,78,15.2,22.86
103,AND,2013,5,20,100,0,100,100,1,,60,,,,,,,,,,83,,,79,15.3,23.1
104,AND,2014,6,0,,,,,2,,,,,,,,,,,,,,,,,
105,AND,2015,,,,,,,,,,27.8,37.2,,,,,,100,100,,,,,,
106,AND,2020,,,,,,,,,,26.8,35.6,,,,,,,,,,,,,
107,AND,2025,,,,,,,,,,26.1,34.3,,,,,,,,,,,,,
108,AGO,1990,,,,,,,,,,,,,,,,,45.7,22.4,43,,,10334,47.47,4.24
109,AGO,1991,,,,,,,,,,,,,,,,,,,,,,10653,47.53,4.21
110,AGO,1992,,,,,,,,,,,,,,,,,,,,,,11003,47.57,4.18
111,AGO,1993,,,,,,,,,,,,,,,,,,,,,,11372,47.59,4.15
112,AGO,1994,,,,,,,,,,,,,,,,,,,,,,11743,47.6,4.12
113,AGO,1995,,,,,,,,,,,,,,,,,,,,,,12105,47.61,4.1
114,AGO,1996,,,,,,,,,,,,,,,,,,,,,,12452,47.61,4.07
115,AGO,1997,,,,,,,,10,15,,,,,,,,,,,,,12791,47.61,4.05
116,AGO,1998,,,,,,,,,68,,,,,,,,,,,,,13138,47.61,4.03
117,AGO,1999,,,,,,,,,,,,,,,,,,,,,,13511,47.62,4.01
118,AGO,2000,,,,,,,,,68,,,,35,,,,45.7,32.1,46,,,13925,47.63,3.99
119,AGO,2001,,,,,,,,,68,,,,,,,,,,,,,14385,47.65,3.97
120,AGO,2002,,,,,,,,51,74,,,,,,,,,,,,,14887,47.68,3.96
121,AGO,2003,37053,,,,,,,,71,,,,,,,,,,,,,15421,47.71,3.95
122,AGO,2004,36480,,,,,,,,69,,,,,,,,,,,,,15977,47.74,3.93
123,AGO,2005,38317,,,,,,,47,72,,,,,,,,,,,,,16544,47.78,3.91
124,AGO,2006,54699,,,,,,,,18,,,,,,,,,,,,,17122,47.82,3.89
125,AGO,2007,42383,9,12,62,13,,,65,74,,,,,,,,,,,,15.6,17713,47.85,3.86
126,AGO,2008,45923,,,,,,,56,37,,,,,,,,,,,,,18314,47.87,3.84
127,AGO,2009,42686,4.7,15,14,9.5,,,66,41,,,,,,,,,,,,,18927,47.86,3.82
128,AGO,2010,49987,4.9,67,43,43,,3,64,48,,,,,,,,,,,40.1,,19549,47.81,3.82
129,AGO,2011,48926,10,15,100,100,0.13,69,0,27,,,,,,,,,,,,,20180,47.71,3.82
130,AGO,2012,53426,23,9.6,100,100,,45,20,45,,,,42.2,,,,,,51,,,20821,47.58,3.84
131,AGO,2013,60807,40,11,100,,0,232,39,23,,,,,,,,,,52,,,21472,47.4,3.9
132,AGO,2014,55206,50,10,100,,0.13,307,,,,,,,,,,,,,,,,,
133,AGO,2015,,,,,,,,,,,,,,,,,49,51.6,,,,,,
134,AIA,2003,1,100,,,,,,0,,,,,,,,,,,,,,,,
135,AIA,2004,0,,,,,,,,,,,,,,,,,,,,,,,
136,AIA,2006,0,,,,,,,,,,,,,,,,,,,,,,,
137,AIA,2007,0,,,,,,,,,,,,,,,,,,,,,,,
138,AIA,2010,1,0,,,,,0,,,,,,,,,,,,,,,,,
139,AIA,2011,0,,,,,,0,,,,,,,,,,,,,,,,,
140,AIA,2012,0,,,,,,0,,,,,,,,,,,,,,,,,
141,AIA,2013,2,0,,,,,0,,,,,,,,,,,,,,,,,
142,AIA,2014,1,100,100,100,100,100,0,,,,,,,,,,,,,,,,,
143,ATG,1990,,,,,,,,,,,,,,,,,97.4,74.7,71,,,62,32.53,9.31
144,ATG,1991,,,,,,,,,,,,,,,,,,,,,,62,32.33,9.38
145,ATG,1992,,,,,,,,,,,,,,,,,,,,,,63,32.18,9.45
146,ATG,1993,,,,,,,,,,,,,,,,,,,,,,65,32.04,9.53
147,ATG,1994,,,,,,,,,,,,,,,,,,,,,,67,31.88,9.61
148,ATG,1995,,,,,,,,,,,,,,,,,,,,,,68,31.68,9.71
149,ATG,1996,,,,,,,,,,,,,,,,,,,,,,70,31.44,9.83
150,ATG,1997,,,,,,,,,,,,,,,,,,,,,,72,31.15,9.96
151,ATG,1998,,,,,,,,,50,,,,,,,,,,,,,74,30.84,10.1
152,ATG,1999,,,,,,,,,50,,,,,,,,,,,,,76,30.51,10.24
153,ATG,2000,,,,,,,,,100,,,,,,,,97.7,84.6,73,,,78,30.16,10.38
154,ATG,2001,,,,,,,,,100,,,,,,,,,,,,,79,29.8,10.51
155,ATG,2002,,,,,,,,,100,,,,,,,,,,,,,80,29.43,10.63
156,ATG,2003,1,,,,,,,,,,,,,,,,,,,,,81,29.06,10.76
157,ATG,2004,,,50,100,100,,,,100,,,,,,,,,,,,,82,28.68,10.89
158,ATG,2005,6,100,50,100,100,,,,50,,,,,,,,,,,,,83,28.31,11.03
159,ATG,2006,4,100,75,100,100,,,,,,,,,,,,,,,,,83,27.95,11.17
160,ATG,2007,2,100,0,,,,,,50,,,,,,,,,,,,,84,27.6,11.32
161,ATG,2008,1,100,0,,,,,,100,,,,,,,,,,,,,85,27.26,11.48
162,ATG,2009,4,100,0,,,0,0,100,67,,,,,,,,,,,,,86,26.92,11.66
163,ATG,2010,7,86,83,40,100,0,0,,33,,,,,,,,,,,26.2,,87,26.59,11.86
164,ATG,2011,8,75,67,50,100,0,0,50,17,,,,,,,,,,,,,88,26.27,12.09
165,ATG,2012,4,100,50,100,100,0,0,,50,,,,,,,,,,75,,,89,25.96,12.35
166,ATG,2013,11,82,44,100,100,0,0,,67,,,,,1.11,,,,,75,,,90,25.7,12.6
167,ATG,2014,3,100,33,100,100,0,0,,,,,,,,,,,,,,,,,
168,ATG,2015,,,,,,,,,,,,,,,,,97.9,,,,,,,
169,ARG,1990,,,,,,,,,,,,,,,,,93.8,87.4,73,,,32625,30.69,13.04
170,ARG,1991,,,,,,,,,,,,,,,,,,,,,,33075,30.44,13.11
171,ARG,1992,,,,,,,,,,,,,,,,,,,,,,33521,30.13,13.18
172,ARG,1993,,,,,,,,,,,,,,,,,,,,,,33962,29.78,13.23
173,ARG,1994,,,,,,,,,,,,,,,,,,,,,,34399,29.43,13.29
174,ARG,1995,,,,,,,,,12,,,,,,,,,,,,,34833,29.12,13.34
175,ARG,1996,,,,,,,,,23,,,,,,,,,,,,,35264,28.86,13.38
176,ARG,1997,,,,,,,,,42,,,,,,,,,,,,,35691,28.63,13.43
177,ARG,1998,,,,,,,,,55,,,,,,,,,,,,,36109,28.41,13.47
178,ARG,1999,,,,,,,,55,55,,,,,,,,,,,,,36515,28.18,13.52
179,ARG,2000,,,,,,,,,47,34,43.7,,19.9,,,,96.3,91.4,75,,,36903,27.92,13.57
180,ARG,2001,,,,,,,,,61,,,,,,,,,,,,,37273,27.63,13.64
181,ARG,2002,,,,,,,,,58,,,,,,,,,,,,,37628,27.31,13.71
182,ARG,2003,12278,,,,,,,46,66,,,,,,,,,,,,,37970,26.98,13.79
183,ARG,2004,12079,,,,,,,47,57,,,,,,,,,,,,,38309,26.65,13.88
184,ARG,2005,11242,,,,,46,276,33,46,27.7,38.2,,,,,,,,,,,38648,26.32,13.98
185,ARG,2006,10132,2.3,97,,,,,43,55,,,,,,,,,,,,,38989,26.01,14.1
186,ARG,2007,10683,3.1,96,,,,,43,60,,,,,,,,,,,,,39331,25.7,14.22
187,ARG,2008,10450,6.8,52,84,84,,142,25,38,,,,,,,,,,,,,39676,25.41,14.36
188,ARG,2009,8190,13,48,,,,89,30,43,,,,,,,,,,,,,40024,25.13,14.5
189,ARG,2010,7762,14,60,,,,109,32,45,22.4,33.4,,,,,,,,,91,,40374,24.88,14.65
190,ARG,2011,10491,13,56,,,0,103,41,49,,,,,,,,,,,,,40729,24.64,14.81
191,ARG,2012,9606,16,48,,,,63,44,56,20.8,31.8,,17.5,,,,,,76,,,41087,24.42,14.97
192,ARG,2013,9814,18,32,,,27,85,40,51,,,,,,,,,,76,,,41446,24.2,15.1
193,ARG,2014,10038,16,28,,,36,114,,,,,,,,,,,,,,,,,
194,ARG,2015,,,,,,,,,,18.4,29.5,,,,,,99.1,96.4,,,,,,
195,ARG,2020,,,,,,,,,,15,26,,,,,,,,,,,,,
196,ARG,2025,,,,,,,,,,12.4,23,,,,,,,,,,,,,
197,ARM,1990,,,,,,,,,,,,,,,,,,,67,,,3545,30.37,10.02
198,ARM,1991,,,,,,,,,,,,,,,,,,,,,,3512,30.34,10.47
199,ARM,1992,,,,,,,,,,,,,,,,,,,,,,3449,30.27,10.93
200,ARM,1993,,,,,,,,,,,,,,,,,,,,,,3370,30.13,11.42
201,ARM,1994,,,,,,,,,,,,,,,,,,,,,,3290,29.88,11.96
202,ARM,1995,,,,,,,,50,55,,,,,,,,,,,,,3223,29.49,12.54
203,ARM,1996,,,,,,,,75,77,,,,,,,,,,,,,3173,28.96,13.16
204,ARM,1997,,,,,,,,,82,,,,,,,,,,,,,3138,28.29,13.81
205,ARM,1998,,,,,,,,,81,,,,,,,,,,,,,3113,27.53,14.4
206,ARM,1999,,,,,,,,51,88,,,,,,,,,,,,,3094,26.71,14.86
207,ARM,2000,,,,,,,,67,87,2.6,67.1,,32.2,,,,92.6,89.3,71,,,3076,25.86,15.13
208,ARM,2001,,,,,,,,67,90,,,,,,,,,,,,,3060,24.99,15.18
209,ARM,2002,,,,,,,,31,79,,,,,,,,,,,,,3047,24.12,15.03
210,ARM,2003,1570,2.9,,,,,,47,77,,,,,,,,,,,,,3036,23.28,14.75
211,ARM,2004,1701,16,2.2,,,,,48,75,,,,,,,,,,,,,3026,22.53,14.44
212,ARM,2005,2322,12,2.2,83,33,99,162,41,77,2.2,61.5,,,,,,,,,,4.2,3015,21.9,14.16
213,ARM,2006,2155,15,7.5,60,44,90,215,43,75,,,,,,,,,,,,,3003,21.42,13.95
214,ARM,2007,2129,16,2.4,62,50,86,125,46,77,,,,,,,,,,,,,2990,21.06,13.8
215,ARM,2008,2125,16,3.6,67,8.3,70,128,51,78,,,,,,,,,,,,,2977,20.82,13.71
216,ARM,2009,2006,26,3.3,53,35,,165,63,79,,,,,,,,,,,,,2968,20.65,13.68
217,ARM,2010,1780,70,1.4,47,41,87,182,67,82,1.8,56.7,,,,7.7,0.52,,,,63.6,5.3,2963,20.51,13.73
218,ARM,2011,1582,95,3.3,80,80,96,94,68,78,,,,,,,,,,,,,2964,20.41,13.85
219,ARM,2012,1518,100,5.2,70,70,94,104,47,81,1.7,54.8,,34,,,,,,71,,,2969,20.34,14.06
220,ARM,2013,1417,100,4.7,72,72,100,119,78,81,,,,,4.03,8,0.54,,,71,,,2977,20.3,14.3
221,ARM,2014,1342,100,6.3,64,64,96,111,,,,,,,,,,,,,,,,,
222,ARM,2015,,,,,,,,,,1.5,52.3,,,,,,100,89.5,,,,,,
223,ARM,2020,,,,,,,,,,1.3,48.4,,,,,,,,,,,,,
224,ARM,2025,,,,,,,,,,1.1,44.6,,,,,,,,,,,,,
225,AUS,1990,,,,,,,,,,,,,,,,,100,100,77,,,17097,22.03,15.41
226,AUS,1991,,,,,,,,,,,,,,,,,,,,,,17322,21.87,15.5
227,AUS,1992,,,,,,,,,,,,,,,,,,,,,,17529,21.76,15.58
228,AUS,1993,,,,,,,,,,,,,,,,,,,,,,17725,21.68,15.65
229,AUS,1994,,,,,,,,,,,,,,,,,,,,,,17921,21.61,15.73
230,AUS,1995,,,,,,,,,,,,,,,,,,,,,,18124,21.51,15.83
231,AUS,1996,,,,,,,,,55,,,,,,,,,,,,,18339,21.39,15.95
232,AUS,1997,,,,,,,,71,60,,,,,,,,,,,,,18563,21.25,16.08
233,AUS,1998,,,,,,,,81,72,,,,,,,,,,,,,18795,21.09,16.23
234,AUS,1999,,,,,,,,83,81,,,,,,,,,,,,,19027,20.92,16.38
235,AUS,2000,,,,,,,,82,72,22.8,27.1,,10.2,,,,100,100,80,,,19259,20.74,16.55
236,AUS,2001,,,,,,,,50,70,,,,,,,,,,,,,19487,20.56,16.73
237,AUS,2002,,,,,,,,71,78,,,,,,,,,,,,,19715,20.36,16.91
238,AUS,2003,949,20,6.3,,100,,,86,80,,,,,,,,,,,,,19953,20.16,17.11
239,AUS,2004,1082,20,11,,,,,,91,,,,,,,,,,,,,20218,19.96,17.33
240,AUS,2005,1073,42,4.9,9.1,,,14,72,85,19.1,23,,,,,,,,,,,20521,19.76,17.56
241,AUS,2006,1203,35,3.5,20,6.7,,,88,85,,,,,,,,,,,,,20866,19.55,17.8
242,AUS,2007,1133,51,3.5,15,50,,27,76,85,,,,,,,,,,,,0.2,21246,19.35,18.06
243,AUS,2008,1227,36,3.9,12,59,,21,66,81,,,,,,,,,,,,,21645,19.16,18.32
244,AUS,2009,1314,49,3.5,,,,37,66,80,,,,,,,,,,,,,22037,19.03,18.59
245,AUS,2010,1281,54,3.5,,,,35,69,82,15.8,19.6,,,,,,,,,88.7,,22404,18.94,18.87
246,AUS,2011,1268,59,2.5,,,99,30,66,78,,,,,,,,,,,,,22741,18.92,19.16
247,AUS,2012,1325,77,1.2,,,,22,57,82,14.7,18.4,,9.5,,,,,,83,,,23050,18.95,19.46
248,AUS,2013,1256,80,2.6,,,,26,83,85,,,,,,,,,,83,,,23343,19,19.8
249,AUS,2014,1343,80,1.6,,,,24,,,,,,,,,,,,,,,,,
250,AUS,2015,,,,,,,,,,13.1,16.7,,,,,,100,100,,,,,,
251,AUS,2020,,,,,,,,,,11,14.3,,,,,,,,,,,,,
252,AUS,2025,,,,,,,,,,9.2,12.3,,,,,,,,,,,,,
253,AUT,1990,,,,,,,,,,,,,,,,,100,100,76,,,7670,17.43,20.26
254,AUT,1991,,,,,,,,,,,,,,,,,,,,,,7726,17.49,20.18
255,AUT,1992,,,,,,,,,,,,,,,,,,,,,,7797,17.62,20.06
256,AUT,1993,,,,,,,,,,,,,,,,,,,,,,7872,17.76,19.92
257,AUT,1994,,,,,,,,,,,,,,,,,,,,,,7938,17.87,19.81
258,AUT,1995,,,,,,,,,82,,,,,,,,,,,,,7985,17.9,19.76
259,AUT,1996,,,,,,,,,84,,,,,,,,,,,,,8009,17.84,19.77
260,AUT,1997,,,,,,,,,79,,,,,,,,,,,,,8014,17.7,19.84
261,AUT,1998,,,,,,,,,80,,,,,,,,,,,,,8009,17.49,19.98
262,AUT,1999,,,,,,,,59,77,,,,,,,,,,,,,8008,17.27,20.18
263,AUT,2000,,,,,,,,80,73,40.5,46.4,,15.5,,,,100,100,78,,,8020,17.05,20.43
264,AUT,2001,,,,,,,,44,64,,,,,,,,,,,,,8049,16.85,20.74
265,AUT,2002,,,,,,,,83,78,,,,,,,,,,,,,8092,16.66,21.1
266,AUT,2003,971,,,,,,,60,68,,,,,,,,,,,,,8142,16.47,21.48
267,AUT,2004,915,,,,,,,65,70,,,,,,,,,,,,,8193,16.26,21.85
268,AUT,2005,954,,,,,,16,67,71,38.4,42.3,,,,,,,,,,,8239,16.03,22.16
269,AUT,2006,873,,,,,,10,73,71,,,,,,,,,,,,,8277,15.77,22.42
270,AUT,2007,874,,,,,,9,,,,,,,,,,,,,,,8311,15.48,22.62
271,AUT,2008,,,,,,,16,70,70,,,,,,,,,,,,,8342,15.2,22.8
272,AUT,2009,696,,,,,,23,43,70,,,,,,,,,,,,,8372,14.95,22.96
273,AUT,2010,691,,,,,97,16,76,75,36.7,38.8,,,,,,,,,65.9,,8402,14.75,23.14
274,AUT,2011,690,,,,,95,22,43,72,,,,,,,,,,,,,8433,14.61,23.32
275,AUT,2012,648,,,,,93,27,40,69,35.9,37.4,,13.5,,,,,,81,,,8464,14.51,23.52
276,AUT,2013,649,,,,,,16,63,72,,,,,,,,,,81,,,8495,14.5,23.7
277,AUT,2014,582,,,,,81,50,,,,,,,,,,,,,,,,,
278,AUT,2015,,,,,,,,,,34.8,35.5,,,,,,100,100,,,,,,
279,AUT,2020,,,,,,,,,,33.3,32.7,,,,,,,,,,,,,
280,AUT,2025,,,,,,,,,,31.9,30,,,,,,,,,,,,,
281,AZE,1990,,,,,,,,,,,,,,,,,69.1,,63,,,7217,34.19,7.27
282,AZE,1991,,,,,,,,,,,,,,,,,,,,,,7333,34.35,7.35
283,AZE,1992,,,,,,,,,,,,,,,,,,,,,,7451,34.4,7.44
284,AZE,1993,,,,,,,,,,,,,,,,,,,,,,7567,34.35,7.56
285,AZE,1994,,,,,,,,,,,,,,,,,,,,,,7675,34.19,7.7
286,AZE,1995,,,,,,,,,65,,,,,,,,,,,,,7771,33.94,7.87
287,AZE,1996,,,,,,,,50,87,,,,,,,,,,,,,7852,33.59,8.08
288,AZE,1997,,,,,,,,,89,,,,,,,,,,,,,7922,33.14,8.32
289,AZE,1998,,,,,,,,70,84,,,,,,,,,,,,,7984,32.58,8.56
290,AZE,1999,,,,,,,,69,83,,,,,,,,,,,,,8048,31.89,8.75
291,AZE,2000,,,,,,,,66,90,0.6,58.6,,19.6,,,,74.1,65.6,66,,,8118,31.07,8.85
292,AZE,2001,,,,,,,,37,77,,,,,,,,,,,,,8195,30.14,8.86
293,AZE,2002,,,,,,,,64,83,,,,,,,,,,,,,8280,29.1,8.8
294,AZE,2003,3931,100,,,,,,51,70,,,,,,,,,,,,,8370,28.03,8.69
295,AZE,2004,6501,51,,,,,,41,66,,,,,,,,,,,,,8465,26.98,8.55
296,AZE,2005,7920,,,,,29,800,37,59,0.5,54.1,,,,,,,,,,,8563,26.01,8.4
297,AZE,2006,7498,,,,,28,398,46,60,,,,,,,,,,,,8.4,8665,25.13,8.25
298,AZE,2007,7347,,,,,16,196,44,58,,,,,,,,,,,,,8770,24.34,8.1
299,AZE,2008,10078,59,,,,,,50,56,,,,,,,,,,,,,8878,23.67,7.98
300,AZE,2009,10417,,,,,,,53,66,,,,,,,,,,,,,8986,23.11,7.91
301,AZE,2010,8394,75,0.76,,,19,557,63,73,0.5,49.9,,,,,7.62,,,,53.4,,9095,22.69,7.93
302,AZE,2011,10100,74,0.48,,61,25,821,71,78,,,,,,,,,,,,,9202,22.41,8.04
