,Country,Year,No_TB,Per_TBwithHIV,Per_TBwithHIV_tested,Per_TBwithHIV_CPT,Per_TBwithHIV_ART,Per_new_RRorMDR_TBres,No_RRorMDR_TBres,Per_success_treat_oldTBcases,Per_success_treat_newTBcases,Prevalence_female_smoking,Prevalence_male_smoking,Alcohol_consumption_liters_per_cap,Diabetes_mortality_rate,Hospital_density,Healthposts_density,Heathcentres_density,Per_cleanwater_access,Per_sanitation_access,Life_expectancy,Per_urban_pop_2010,Per_childbelow5_underweight,Pop,Pop_under_15,Pop_over_60
985,CHN,2010,923308,16,3.1,,45,,,90,95,2.2,50.1,,,,,,,,,49.2,3.4,1370000,18.11,12.46
986,CHN,2011,911884,23,2.3,,36,2.6,,90,95,,,,,,,,,,,,,1380000,17.98,12.91
987,CHN,2012,900678,34,1.9,,59,4.3,,90,95,2,49,,14.9,,,,,,75,,,1390000,17.95,13.42
988,CHN,2013,855241,39,1.4,,67,11,,90,95,,,,,,,,,,75,,,1393337,18,14
989,CHN,2014,826155,42,1.5,,69,19,,,,,,,,,,,,,,,,,,
990,CHN,2015,,,,,,,,,,1.8,47.6,,,,,,95.5,76.5,,,,,,
991,CHN,2020,,,,,,,,,,1.4,45.7,,,,,,,,,,,,,
992,CHN,2025,,,,,,,,,,1.1,43.8,,,,,,,,,,,,,
993,COL,1990,,,,,,,,,,,,,,,,,88.4,69,71,,,33307,36.57,6.27
994,COL,1991,,,,,,,,,,,,,,,,,,,,,,33957,36.25,6.31
995,COL,1992,,,,,,,,,,,,,,,,,,,,,,34608,35.92,6.36
996,COL,1993,,,,,,,,,,,,,,,,,,,,,,35260,35.57,6.4
997,COL,1994,,,,,,,,,,,,,,,,,,,,,,35915,35.2,6.45
998,COL,1995,,,,,,,,,,,,,,,,,,,,,,36574,34.83,6.51
999,COL,1996,,,,,,,,,,,,,,,,,,,,,,37236,34.45,6.56
1000,COL,1997,,,,,,,,,,,,,,,,,,,,,,37901,34.05,6.63
1001,COL,1998,,,,,,,,,74,,,,,,,,,,,,,38568,33.65,6.7
1002,COL,1999,,,,,,,,,81,,,,,,,,,,,,,39234,33.25,6.77
1003,COL,2000,,,,,,,,,80,10.6,24.5,,26.7,,,,89.9,74.6,74,,,39898,32.84,6.85
1004,COL,2001,,,,,,,,,71,,,,,,,,,,,,,40559,32.43,6.95
1005,COL,2002,,,,,,,,,73,,,,,,,,,,,,,41216,32.01,7.05
1006,COL,2003,11640,,,,,,,,80,,,,,,,,,,,,,41872,31.6,7.16
1007,COL,2004,11242,,,,,,,,80,,,,,,,,,,,,,42528,31.19,7.29
1008,COL,2005,10360,53,6.4,,,,,,71,8.8,21.1,,,,,,,,,,,43184,30.78,7.45
1009,COL,2006,11128,70,5.8,,80,3.1,39,,71,,,,,,,,,,,,,43841,30.36,7.64
1010,COL,2007,10950,54,0.86,0,,2.5,111,,77,,,,,,,,,,,,,44498,29.95,7.84
1011,COL,2008,11344,40,21,,,9.7,91,,56,,,,,,,,,,,,,45153,29.54,8.07
1012,COL,2009,11663,43,23,,21,4.7,127,,75,,,,,,,,,,,,,45803,29.15,8.32
1013,COL,2010,11889,43,24,,35,17,143,17,74,7.4,18.3,,,,,,,,,75,,46445,28.76,8.59
1014,COL,2011,12438,53,20,,36,36,123,45,73,,,,,,,,,,,,,47079,28.39,8.88
1015,COL,2012,12586,75,15,,44,32,138,51,72,6.9,17.2,,16.5,,,,,,79,,,47704,28.03,9.19
1016,COL,2013,12222,74,17,,33,68,165,42,71,,,,,,,,,,78,,,48321,27.7,9.5
1017,COL,2014,12435,80,21,42,38,49,187,,,,,,,,,,,,,,,,,
1018,COL,2015,,,,,,,,,,6.2,16,,,,,,91.4,81.1,,,,,,
1019,COL,2020,,,,,,,,,,5.2,14,,,,,,,,,,,,,
1020,COL,2025,,,,,,,,,,4.4,12.4,,,,,,,,,,,,,
1021,COM,1990,,,,,,,,,,,,,,,,,90.1,18.2,56,,,413,45.13,4.98
1022,COM,1991,,,,,,,,,,,,,,,,,,,,,,423,44.85,4.97
1023,COM,1992,,,,,,,,,,,,,,,,,,,,,,433,44.53,4.95
1024,COM,1993,,,,,,,,,,,,,,,,,,,,,,444,44.18,4.94
1025,COM,1994,,,,,,,,,,,,,,,,,,,,,,455,43.79,4.93
1026,COM,1995,,,,,,,,43,90,,,,,,,,,,,,,466,43.39,4.91
1027,COM,1996,,,,,,,,,,,,,,,,,,,,,,478,42.96,4.89
1028,COM,1997,,,,,,,,80,85,,,,,,,,,,,,,490,42.53,4.88
1029,COM,1998,,,,,,,,,,,,,,,,,,,,,,502,42.12,4.85
1030,COM,1999,,,,,,,,100,93,,,,,,,,,,,,,515,41.79,4.83
1031,COM,2000,,,,,,,,100,93,14,30.6,,47.3,,,,90.1,25.1,59,,,528,41.55,4.8
1032,COM,2001,,,,,,,,100,92,,,,,,,,,,,,,542,41.4,4.77
1033,COM,2002,,,,,,,,100,96,,,,,,,,,,,,,556,41.35,4.74
1034,COM,2003,73,120,,,,,,,,,,,,,,,,,,,,570,41.36,4.71
1035,COM,2004,91,100,,,,,,,94,,,,,,,,,,,,,585,41.42,4.67
1036,COM,2005,112,100,1.8,100,100,,,100,94,10.5,27.7,,,,,,,,,,,601,41.53,4.63
1037,COM,2006,116,100,1.7,0,0,,,,,,,,,,,,,,,,,617,41.67,4.58
1038,COM,2007,,,,,,,,67,94,,,,,,,,,,,,,633,41.84,4.53
1039,COM,2008,137,80,0,,,0,2,100,89,,,,,,,,,,,,,649,42,4.49
1040,COM,2009,129,91,0,,,0,0,,,,,,,,,,,,,,,666,42.13,4.46
1041,COM,2010,,,,,,,,80,90,7.9,25.2,,,,7.08,1.63,,,,27.9,,683,42.2,4.45
1042,COM,2011,119,3.4,100,100,100,,0,,25,,,,,,,,,,,,,700,42.21,4.47
1043,COM,2012,122,100,3.2,100,100,,0,,87,7.1,24.4,,45.2,,,,,,62,,16.9,718,42.17,4.5
1044,COM,2013,121,3.3,100,100,100,0,0,67,94,,,,,0.68,7.08,1.63,,,62,,,735,42.1,4.6
1045,COM,2014,150,0.67,100,100,100,0,0,,,,,,,,,,,,,,,,,
1046,COM,2015,,,,,,,,,,6,23.1,,,,,,90.1,35.8,,,,,,
1047,COM,2020,,,,,,,,,,4.6,21.2,,,,,,,,,,,,,
1048,COM,2025,,,,,,,,,,3.5,19.7,,,,,,,,,,,,,
1049,COG,1990,,,,,,,,,,,,,,,,,,,56,,,2383,43.68,5.68
1050,COG,1991,,,,,,,,,,,,,,,,,,,,,,2447,43.46,5.67
1051,COG,1992,,,,,,,,,,,,,,,,,,,,,,2512,43.23,5.66
1052,COG,1993,,,,,,,,,,,,,,,,,,,,,,2578,43,5.64
1053,COG,1994,,,,,,,,,,,,,,,,,,,,,,2648,42.77,5.63
1054,COG,1995,,,,,,,,,,,,,,,,,,,,,,2721,42.56,5.6
1055,COG,1996,,,,,,,,,,,,,,,,,,,,,,2798,42.37,5.58
1056,COG,1997,,,,,,,,,,,,,,,,,,,,,,2878,42.19,5.54
1057,COG,1998,,,,,,,,,,,,,,,,,,,,,,2961,42.04,5.51
1058,COG,1999,,,,,,,,59,61,,,,,,,,,,,,,3044,41.94,5.48
1059,COG,2000,,,,,,,,63,69,1.6,10.1,,29.5,,,,69.2,12.7,52,,,3126,41.9,5.45
1060,COG,2001,,,,,,,,,66,,,,,,,,,,,,,3206,41.91,5.42
1061,COG,2002,,,,,,,,78,71,,,,,,,,,,,,,3284,41.98,5.39
1062,COG,2003,7864,3.8,17,,,,,72,69,,,,,,,,,,,,,3363,42.07,5.36
1063,COG,2004,9856,,,,,,,60,63,,,,,,,,,,,,,3449,42.15,5.33
1064,COG,2005,9961,,,,,,,14,28,1.6,16.2,,,,,,,,,,11.8,3543,42.21,5.3
1065,COG,2006,8600,,,,,,,57,53,,,,,,,,,,,,,3647,42.23,5.27
1066,COG,2007,9121,6.8,62,100,49,,,,,,,,,,,,,,,,,3759,42.22,5.23
1067,COG,2008,9057,2,20,100,100,,,72,76,,,,,,,,,,,,,3876,42.2,5.19
1068,COG,2009,9935,24,4.2,2,2,,,81,78,,,,,,,,,,,,,3995,42.2,5.17
1069,COG,2010,10321,40,18,2.9,2.9,,,57,77,1.7,26.4,,,,,,,,,63.2,,4112,42.23,5.14
1070,COG,2011,11143,20,31,24,26,,,51,71,,,,,,,,,,,,,4225,42.29,5.13
1071,COG,2012,11512,17,33,20,23,,,60,70,1.7,32.1,,33.9,,,,,,59,,,4337,42.37,5.13
1072,COG,2013,10776,30,27,14,15,2.2,15,,,,,,,,,,,,59,,,4448,42.4,5.1
1073,COG,2014,10194,13,29,27,24,,24,,,,,,,,,,,,,,,,,
1074,COG,2015,,,,,,,,,,1.7,43.2,,,,,,76.5,15,,,,,,
1075,COG,2020,,,,,,,,,,1.8,69.6,,,,,,,,,,,,,
1076,COG,2025,,,,,,,,,,1.9,92.9,,,,,,,,,,,,,
1077,COK,1990,,,,,,,,,,,,,,,,,99.9,,69,,,18,38.04,6.03
1078,COK,1991,,,,,,,,,,,,,,,,,,,,,,18,37.93,6.14
1079,COK,1992,,,,,,,,,,,,,,,,,,,,,,18,37.86,6.24
1080,COK,1993,,,,,,,,,,,,,,,,,,,,,,18,37.8,6.34
1081,COK,1994,,,,,,,,,,,,,,,,,,,,,,18,37.72,6.44
1082,COK,1995,,,,,,,,,100,,,,,,,,,,,,,18,37.6,6.54
1083,COK,1996,,,,,,,,,100,,,,,,,,,,,,,18,37.41,6.64
1084,COK,1997,,,,,,,,,100,,,,,,,,,,,,,18,37.18,6.73
1085,COK,1998,,,,,,,,,,,,,,,,,,,,,,18,36.9,6.83
1086,COK,1999,,,,,,,,,67,,,,,,,,,,,,,18,36.57,6.93
1087,COK,2000,,,,,,,,,,,,,,,,,99.9,92.1,72,,,18,36.2,7.04
1088,COK,2001,,,,,,,,,0,,,,,,,,,,,,,18,35.8,7.15
1089,COK,2002,,,,,,,,,100,,,,,,,,,,,,,18,35.36,7.28
1090,COK,2003,0,,,,,,,,,,,,,,,,,,,,,19,34.89,7.41
1091,COK,2004,1,,,,,,,,0,,,,,,,,,,,,,19,34.39,7.55
1092,COK,2005,1,0,,,,,,,100,,,,,,,,,,,,,19,33.88,7.7
1093,COK,2006,1,0,,,,,,,,,,,,,,,,,,,,20,33.34,7.86
1094,COK,2007,,,,,,,,,100,,,,,,,,,,,,,20,32.79,8.04
1095,COK,2008,2,0,,,,,,,50,,,,,,,,,,,,,20,32.24,8.23
1096,COK,2009,2,0,,,,0,0,,,,,,,,,,,,,,,20,31.74,8.43
1097,COK,2010,0,,,,,,0,,,,,,,,,,,,,73.3,,20,31.29,8.64
1098,COK,2011,1,100,0,,,0,0,,0,,,,,,,,,,,,,20,30.92,8.85
1099,COK,2012,1,100,0,,,,1,,0,,,,,,,,,,76,,,21,30.61,9.07
1100,COK,2013,2,50,0,,,100,1,,50,,,,,,,,,,76,,,21,30.3,9.3
1101,COK,2014,2,0,,,,0,0,,,,,,,,,,,,,,,,,
1102,COK,2015,,,,,,,,,,,,,,,,,99.9,97.6,,,,,,
1103,CRI,1990,,,,,,,,,,,,,,,,,92.9,88.4,77,,,3079,35.83,7.18
1104,CRI,1991,,,,,,,,,,,,,,,,,,,,,,3156,35.69,7.21
1105,CRI,1992,,,,,,,,,,,,,,,,,,,,,,3234,35.46,7.25
1106,CRI,1993,,,,,,,,,,,,,,,,,,,,,,3312,35.16,7.29
1107,CRI,1994,,,,,,,,,,,,,,,,,,,,,,3394,34.79,7.33
1108,CRI,1995,,,,,,,,,,,,,,,,,,,,,,3478,34.36,7.38
1109,CRI,1996,,,,,,,,,,,,,,,,,,,,,,3567,33.88,7.44
1110,CRI,1997,,,,,,,,,,,,,,,,,,,,,,3658,33.33,7.5
1111,CRI,1998,,,,,,,,,,,,,,,,,,,,,,3751,32.74,7.57
1112,CRI,1999,,,,,,,,,81,,,,,,,,,,,,,3842,32.12,7.65
1113,CRI,2000,,,,,,,,32,57,14.1,27.5,,20.7,,,,95.1,91.4,77,,,3930,31.45,7.74
1114,CRI,2001,,,,,,,,,64,,,,,,,,,,,,,4013,30.76,7.84
1115,CRI,2002,,,,,,,,63,79,,,,,,,,,,,,,4094,30.04,7.95
1116,CRI,2003,604,80,4.5,,68,,,78,91,,,,,,,,,,,,,4171,29.32,8.08
1117,CRI,2004,739,,,,,,,,,,,,,,,,,,,,,4246,28.6,8.22
1118,CRI,2005,560,67,13,,84,0.49,3,67,90,11.7,23.7,,,,,,,,,,,4320,27.91,8.38
1119,CRI,2006,512,67,11,,,,4,68,86,,,,,,,,,,,,,4392,27.25,8.55
1120,CRI,2007,565,89,8.6,0,,,1,68,86,,,,,,,,,,,,,4463,26.62,8.74
1121,CRI,2008,511,96,9,,,0,0,84,89,,,,,,,,,,,,,4533,26.02,8.95
1122,CRI,2009,457,100,8.6,,,,,0,57,,,,,,,,,,,,,4601,25.45,9.2
1123,CRI,2010,499,99,11,,,64,3,80,88,9.8,20.9,,,,2.21,0.69,,,,71.7,,4670,24.92,9.48
1124,CRI,2011,524,96,7.1,0,0,9.6,1,81,88,,,,,,,,,,,,,4738,24.41,9.79
1125,CRI,2012,480,95,12,,100,95,4,88,86,9.2,19.8,,19.2,,,,,,79,,,4805,23.94,10.15
1126,CRI,2013,417,96,9,0,100,3,4,50,88,,,,,0.84,2.11,0.7,,,79,,,4872,23.5,10.5
1127,CRI,2014,469,94,9.3,100,100,0,1,,,,,,,,,,,,,,,,,
1128,CRI,2015,,,,,,,,,,8.3,18.5,,,,,,97.8,94.5,,,,,,
1129,CRI,2020,,,,,,,,,,7.2,16.5,,,,,,,,,,,,,
1130,CRI,2025,,,,,,,,,,6.3,14.8,,,,,,,,,,,,,
1131,HRV,1990,,,,,,,,,,,,,,,,,98.2,97.3,73,,,4794,19.93,17.42
1132,HRV,1991,,,,,,,,,,,,,,,,,,,,,,4799,19.62,17.9
1133,HRV,1992,,,,,,,,,,,,,,,,,,,,,,4788,19.32,18.39
1134,HRV,1993,,,,,,,,,,,,,,,,,,,,,,4762,19.01,18.88
1135,HRV,1994,,,,,,,,,,,,,,,,,,,,,,4729,18.72,19.36
1136,HRV,1995,,,,,,,,,,,,,,,,,,,,,,4690,18.43,19.83
1137,HRV,1996,,,,,,,,,,,,,,,,,,,,,,4648,18.16,20.28
1138,HRV,1997,,,,,,,,,,,,,,,,,,,,,,4602,17.9,20.73
1139,HRV,1998,,,,,,,,,,,,,,,,,,,,,,4555,17.65,21.13
1140,HRV,1999,,,,,,,,,,,,,,,,,,,,,,4512,17.41,21.46
1141,HRV,2000,,,,,,,,,,28,40.3,,12,,,,98.3,97.3,74,,,4475,17.16,21.69
1142,HRV,2001,,,,,,,,,,,,,,,,,,,,,,4447,16.91,21.8
1143,HRV,2002,,,,,,,,,70,,,,,,,,,,,,,4426,16.66,21.81
1144,HRV,2003,1494,,,,,,,,38,,,,,,,,,,,,,4411,16.42,21.77
1145,HRV,2004,1297,,,,,,,29,33,,,,,,,,,,,,,4400,16.19,21.77
1146,HRV,2005,1144,,,,,,9,33,40,29.6,39.8,,,,,,,,,,,4389,15.99,21.88
1147,HRV,2006,1135,,,,,,3,62,31,,,,,,,,,,,,,4379,15.82,22.11
1148,HRV,2007,982,,,,,0.87,7,,61,,,,,,,,,,,,,4369,15.68,22.46
1149,HRV,2008,980,,,,,,4,,58,,,,,,,,,,,,,4360,15.56,22.89
1150,HRV,2009,855,,,,,,14,50,63,,,,,,,,,,,,,4350,15.43,23.35
1151,HRV,2010,695,,,,,,0,76,76,31.6,39.4,,,,0.82,0.3,,,,57.5,,4338,15.3,23.8
1152,HRV,2011,619,,,,,96,10,,,,,,,,,,,,,,,4324,15.15,24.25
1153,HRV,2012,575,,,,,100,1,22,9,32.3,39.4,,13.3,,,,,,78,,,4307,14.98,24.69
1154,HRV,2013,517,,,,,83,0,17,44,,,,,1.54,0.84,0.3,,,78,,,4290,14.8,25.1
1155,HRV,2014,497,,,,,79,2,,,,,,,,,,,,,,,,,
1156,HRV,2015,,,,,,,,,,33.5,39.4,,,,,,99.6,97,,,,,,
1157,HRV,2020,,,,,,,,,,36.1,39.3,,,,,,,,,,,,,
1158,HRV,2025,,,,,,,,,,38.5,39.3,,,,,,,,,,,,,
1159,CUB,1990,,,,,,,,,,,,,,,,,,81.5,74,,,10601,23.17,12.08
1160,CUB,1991,,,,,,,,,,,,,,,,,,,,,,10685,22.91,12.16
1161,CUB,1992,,,,,,,,,,,,,,,,,,,,,,10758,22.77,12.26
1162,CUB,1993,,,,,,,,,,,,,,,,,,,,,,10822,22.71,12.37
1163,CUB,1994,,,,,,,,,,,,,,,,,,,,,,10879,22.67,12.5
1164,CUB,1995,,,,,,,,82,90,,,,,,,,,,,,,10932,22.61,12.66
1165,CUB,1996,,,,,,,,75,92,,,,,,,,,,,,,10981,22.5,12.86
1166,CUB,1997,,,,,,,,80,90,,,,,,,,,,,,,11024,22.37,13.08
1167,CUB,1998,,,,,,,,84,94,,,,,,,,,,,,,11064,22.18,13.33
1168,CUB,1999,,,,,,,,86,91,,,,,,,,,,,,,11102,21.94,13.58
1169,CUB,2000,,,,,,,,84,93,31.1,54.7,,10.8,,,,90.6,86.7,77,,,11138,21.65,13.84
1170,CUB,2001,,,,,,,,89,93,,,,,,,,,,,,,11175,21.29,14.1
1171,CUB,2002,,,,,,,,80,92,,,,,,,,,,,,,11212,20.86,14.37
1172,CUB,2003,844,96,,,,,,82,93,,,,,,,,,,,,,11246,20.4,14.64
1173,CUB,2004,798,92,0.14,,100,,,80,92,,,,,,,,,,,,,11273,19.92,14.92
1174,CUB,2005,781,93,,,,32,2,67,90,25.6,54,,,,,,,,,,,11292,19.45,15.21
1175,CUB,2006,765,8.6,6.1,0,,42,0,83,90,,,,,,,,,,,,,11301,19,15.52
1176,CUB,2007,773,6.6,2,0,,27,3,83,91,,,,,,,,,,,,,11302,18.56,15.83
1177,CUB,2008,831,84,10,,17,41,10,80,88,,,,,,,,,,,,,11296,18.13,16.17
1178,CUB,2009,717,99,6.5,0,80,38,8,74,90,,,,,,,,,,,,,11289,17.71,16.55
1179,CUB,2010,838,100,6.5,0,62,36,11,82,90,21.3,53.2,,,,7.53,0.64,,,,76.6,,11282,17.31,16.96
1180,CUB,2011,821,95,7.9,34,89,60,19,68,88,,,,,,,,,,,,,11276,16.93,17.43
1181,CUB,2012,748,83,9.5,75,86,61,13,30,85,19.8,53.2,,15.8,,,,,,79,,,11271,16.58,17.95
1182,CUB,2013,775,92,8.6,21,70,57,9,28,84,,,,,2.04,7.53,0.64,,,78,,,11266,16.2,18.5
1183,CUB,2014,742,99,12,4.6,83,66,10,,,,,,,,,,,,,,,,,
1184,CUB,2015,,,,,,,,,,17.8,52.7,,,,,,94.9,93.2,,,,,,
1185,CUB,2020,,,,,,,,,,15.1,52.6,,,,,,,,,,,,,
1186,CUB,2025,,,,,,,,,,12.9,52.1,,,,,,,,,,,,,
1187,CYP,1990,,,,,,,,,,,,,,,,,100,100,76,,,767,25.49,13.57
1188,CYP,1991,,,,,,,,,,,,,,,,,,,,,,783,25.41,13.62
1189,CYP,1992,,,,,,,,,,,,,,,,,,,,,,801,25.23,13.68
1190,CYP,1993,,,,,,,,,,,,,,,,,,,,,,819,25,13.75
1191,CYP,1994,,,,,,,,,,,,,,,,,,,,,,837,24.71,13.81
1192,CYP,1995,,,,,,,,,100,,,,,,,,,,,,,855,24.39,13.86
1193,CYP,1996,,,,,,,,,,,,,,,,,,,,,,873,24.05,13.89
1194,CYP,1997,,,,,,,,,,,,,,,,,,,,,,891,23.68,13.92
1195,CYP,1998,,,,,,,,,42,,,,,,,,,,,,,908,23.28,13.95
1196,CYP,1999,,,,,,,,,,,,,,,,,,,,,,925,22.85,14
1197,CYP,2000,,,,,,,,,,,,,44.3,,,,100,100,77,,,943,22.4,14.07
1198,CYP,2001,,,,,,,,100,92,,,,,,,,,,,,,961,21.93,14.18
1199,CYP,2002,,,,,,,,100,75,,,,,,,,,,,,,980,21.44,14.31
1200,CYP,2003,35,,,,,,,,79,,,,,,,,,,,,,998,20.95,14.46
1201,CYP,2004,30,,,,,,,100,37,,,,,,,,,,,,,1016,20.45,14.65
1202,CYP,2005,37,0,,,,84,1,100,64,,,,,,,,,,,,,1033,19.96,14.86
1203,CYP,2006,37,0,,,,,0,100,74,,,,,,,,,,,,,1048,19.48,15.11
1204,CYP,2007,42,100,0,,,100,3,,,,,,,,,,,,,,,1063,19.01,15.38
1205,CYP,2008,50,72,5.6,50,50,,1,100,50,,,,,,,,,,,,,1077,18.56,15.68
1206,CYP,2009,55,,,,,96,4,17,23,,,,,,,,,,,,,1091,18.14,15.99
1207,CYP,2010,61,,,,,65,0,,26,,,,,,,3.44,,,,67.6,,1104,17.77,16.3
1208,CYP,2011,54,,,,,96,1,100,64,,,,,,,,,,,,,1117,17.44,16.61
1209,CYP,2012,69,,,,,93,0,50,43,,,,23.1,,,,,,82,,,1129,17.16,16.92
1210,CYP,2013,41,,,,,88,1,,50,,,,,7.54,,3.33,,,82,,,1141,16.9,17.2
1211,CYP,2014,41,,,,,55,0,,,,,,,,,,,,,,,,,
1212,CYP,2015,,,,,,,,,,,,,,,,,100,100,,,,,,
1213,CZE,1990,,,,,,,,,,,,,,,,,99.8,99.1,71,,,10326,21.51,17.85
1214,CZE,1991,,,,,,,,,,,,,,,,,,,,,,10330,20.96,17.88
1215,CZE,1992,,,,,,,,,,,,,,,,,,,,,,10336,20.37,17.93
1216,CZE,1993,,,,,,,,,,,,,,,,,,,,,,10342,19.77,17.97
1217,CZE,1994,,,,,,,,,,,,,,,,,,,,,,10344,19.18,18.01
1218,CZE,1995,,,,,,,,,60,,,,,,,,,,,,,10339,18.63,18.03
1219,CZE,1996,,,,,,,,65,66,,,,,,,,,,,,,10328,18.12,18.03
1220,CZE,1997,,,,,,,,56,69,,,,,,,,,,,,,10311,17.67,18.03
1221,CZE,1998,,,,,,,,63,65,,,,,,,,,,,,,10291,17.24,18.04
1222,CZE,1999,,,,,,,,42,78,,,,,,,,,,,,,10270,16.84,18.1
1223,CZE,2000,,,,,,,,63,70,29.7,40.7,,8.5,,,,99.8,99.1,75,,,10250,16.45,18.24
1224,CZE,2001,,,,,,,,67,73,,,,,,,,,,,,,10231,16.07,18.45
1225,CZE,2002,,,,,,,,50,73,,,,,,,,,,,,,10214,15.7,18.75
1226,CZE,2003,1153,,,,,,,85,79,,,,,,,,,,,,,10204,15.36,19.11
1227,CZE,2004,1057,22,0.85,,,,,70,73,,,,,,,,,,,,,10208,15.05,19.51
1228,CZE,2005,1007,19,1.1,,,,14,55,74,29.4,39.5,,,,,,,,,,,10231,14.78,19.95
1229,CZE,2006,973,17,2.5,,,,9,63,72,,,,,,,,,,,,,10275,14.55,20.42
1230,CZE,2007,871,18,4.3,,,,11,76,73,,,,,,,,,,,,,10338,14.35,20.9
1231,CZE,2008,868,20,4,,,,11,67,70,,,,,,,,,,,,,10412,14.21,21.4
1232,CZE,2009,694,23,3.7,,,,11,68,70,,,,,,,,,,,,,10486,14.15,21.88
1233,CZE,2010,668,26,2.8,,,95,21,73,73,29.2,38.5,,,,229.33,0.16,,,,73.3,,10554,14.19,22.35
1234,CZE,2011,600,26,2.6,,,96,13,75,70,,,,,,,,,,,,,10611,14.33,22.8
1235,CZE,2012,605,22,4.4,,,93,5,76,75,28.9,38,,11.1,,,,,,78,,,10660,14.56,23.23
1236,CZE,2013,501,25,0,,,90,0,83,69,,,,,1.29,224.84,0.16,,,78,,,10702,14.8,23.6
1237,CZE,2014,514,28,2.1,,,99,8,,,,,,,,,,,,,,,,,
1238,CZE,2015,,,,,,,,,,29,37.4,,,,,,100,99.1,,,,,,
1239,CZE,2020,,,,,,,,,,28.9,36.5,,,,,,,,,,,,,
1240,CZE,2025,,,,,,,,,,28.8,35.7,,,,,,,,,,,,,
1241,CIV,1990,,,,,,,,,,,,,,,,,75.9,14.9,51,,,12116,44.51,4.53
1242,CIV,1991,,,,,,,,,,,,,,,,,,,,,,12530,44.22,4.59
1243,CIV,1992,,,,,,,,,,,,,,,,,,,,,,12951,43.89,4.64
1244,CIV,1993,,,,,,,,,,,,,,,,,,,,,,13375,43.55,4.69
1245,CIV,1994,,,,,,,,,,,,,,,,,,,,,,13799,43.23,4.73
1246,CIV,1995,,,,,,,,,68,,,,,,,,,,,,,14217,42.94,4.76
1247,CIV,1996,,,,,,,,59,56,,,,,,,,,,,,,14632,42.69,4.79
1248,CIV,1997,,,,,,,,66,61,,,,,,,,,,,,,15042,42.46,4.81
1249,CIV,1998,,,,,,,,55,62,,,,,,,,,,,,,15436,42.28,4.83
1250,CIV,1999,,,,,,,,66,63,,,,,,,,,,,,,15802,42.16,4.84
1251,CIV,2000,,,,,,,,55,57,,,,42.8,,,,77.9,17.6,48,,,16131,42.1,4.86
1252,CIV,2001,,,,,,,,57,72,,,,,,,,,,,,,16420,42.1,4.87
1253,CIV,2002,,,,,,,,50,65,,,,,,,,,,,,,16675,42.16,4.89
1254,CIV,2003,18035,23,42,46,,,,44,72,,,,,,,,,,,,,16910,42.24,4.9
1255,CIV,2004,20593,0.94,41,56,,,,49,69,,,,,,,,,,,,,17144,42.3,4.92
1256,CIV,2005,20026,20,38,38,14,0,47,58,74,,,,,,,,,,,,,17394,42.32,4.95
1257,CIV,2006,21204,27,37,56,47,,,68,73,,,,,,,,,,,,16.7,17662,42.28,4.98
1258,CIV,2007,23383,48,39,90,26,,,67,71,,,,,,,,,,,,29.4,17949,42.21,5.01
1259,CIV,2008,24048,72,29,60,22,0,24,68,75,,,,,,,,,,,,,18260,42.09,5.05
1260,CIV,2009,23009,75,30,71,31,0,43,64,77,,,,,,,,,,,,,18601,41.96,5.07
1261,CIV,2010,23210,73,24,80,27,0,50,65,75,,,,,,,12.18,,,,50.6,,18977,41.81,5.09
1262,CIV,2011,22920,80,26,80,36,0.09,30,67,76,,,,,,,,,,,,,19390,41.65,5.1
1263,CIV,2012,24222,85,27,78,55,0,372,66,79,,,,53.9,,,,,,53,,,19840,41.48,5.1
1264,CIV,2013,25299,90,25,85,71,2.1,379,64,80,,,,,1.71,,11.83,,,53,,,20316,41.3,5.1
1265,CIV,2014,23750,93,24,24,21,,471,,,,,,,,,,,,,,,,,
1266,CIV,2015,,,,,,,,,,,,,,,,,81.9,22.5,,,,,,
1267,PRK,1990,,,,,,,,,,,,,,,,,100,,70,,,20194,26.77,6.99
1268,PRK,1991,,,,,,,,,,,,,,,,,,,,,,20510,26.59,7.23
1269,PRK,1992,,,,,,,,,,,,,,,,,,,,,,20838,26.65,7.49
1270,PRK,1993,,,,,,,,,,,,,,,,,,,,,,21166,26.83,7.77
1271,PRK,1994,,,,,,,,,,,,,,,,,,,,,,21479,27.01,8.08
1272,PRK,1995,,,,,,,,,,,,,,,,,,,,,,21764,27.07,8.4
1273,PRK,1996,,,,,,,,,62,,,,,,,,,,,,,22017,27,8.74
1274,PRK,1997,,,,,,,,,34,,,,,,,,,,,,,22241,26.82,9.09
1275,PRK,1998,,,,,,,,85,83,,,,,,,,,,,,,22445,26.56,9.46
1276,PRK,1999,,,,,,,,63,93,,,,,,,,,,,,,22642,26.28,9.82
1277,PRK,2000,,,,,,,,86,82,,,,17.4,,,,99.9,60.9,65,,,22840,26.02,10.2
1278,PRK,2001,,,,,,,,86,90,,,,,,,,,,,,,23043,25.78,10.56
1279,PRK,2002,,,,,,,,81,88,,,,,,,,,,,,,23248,25.55,10.92
1280,PRK,2003,51280,,,,,,,81,88,,,,,,,,,,,,,23449,25.32,11.27
1281,PRK,2004,52281,,,,,,,75,91,,,,,,,,,,,,20.6,23639,25.04,11.6
1282,PRK,2005,50474,,,,,,,76,90,,,,,,,,,,,,,23813,24.72,11.92
